"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","Index","FileName","Package","DataClumps","MessageChains","MiddleMan","SpeculativeGenerality","SwitchStatements","MessageChains","blank","comment","code","codeLines","bug"
"L71461","XmiReference.java","src/org/argouml/model/mdr/XmiReference.java","L71421","1","0","0","0","15","70"
"L71462","XmiReferenceException.java","src/org/argouml/model/mdr/XmiReferenceException.java","L71421","1","0","5","0","17","77"
"L71463","XmiReferenceProviderImpl.java","src/org/argouml/model/mdr/XmiReferenceProviderImpl.java","L71421","6","0","0","0","34","93"
"L71464","XmiReferenceResolverImpl.java","src/org/argouml/model/mdr/XmiReferenceResolverImpl.java","L71421","57","0","0","0","305","548"
"L71465","XmiWriterMDRImpl.java","src/org/argouml/model/mdr/XmiWriterMDRImpl.java","L71421","17","0","0","0","142","278"
"L61618","DetailsTabProvider.java","src/org/argouml/moduleloader/DetailsTabProvider.java","L61617","1","0","2","0","6","44","246","src/org/argouml/moduleloader/DetailsTabProvider.java","app","0","0","0","1","0","0","5","32","6","6","0"
"L61619","InitModuleLoader.java","src/org/argouml/moduleloader/InitModuleLoader.java","L61617","1","0","1","4","25","63","247","src/org/argouml/moduleloader/InitModuleLoader.java","app","0","1","1","0","0","1","9","28","25","25","0"
"L61620","ModuleInterface.java","src/org/argouml/moduleloader/ModuleInterface.java","L61617","1","0","5","0","11","127","248","src/org/argouml/moduleloader/ModuleInterface.java","app","0","0","0","0","0","0","9","106","11","11","0"
"L61621","ModuleLoader2.java","src/org/argouml/moduleloader/ModuleLoader2.java","L61617","84","0","10","0","492","909","249","src/org/argouml/moduleloader/ModuleLoader2.java","app","0","4","1","0","0","0","96","303","489","489","3"
"L61622","SettingsTabModules.java","src/org/argouml/moduleloader/SettingsTabModules.java","L61617","10","0","0","0","117","251","250","src/org/argouml/moduleloader/SettingsTabModules.java","app","1","1","0","0","0","1","32","101","117","117","0"
"L61934","InitNotation.java","src/org/argouml/notation/InitNotation.java","L61933","1","0","1","4","20","58","251","src/org/argouml/notation/InitNotation.java","app","0","0","1","0","0","0","9","28","20","20","0"
"L61935","Notation.java","src/org/argouml/notation/Notation.java","L61933","2","0","9","0","103","289","252","src/org/argouml/notation/Notation.java","app","1","1","1","0","0","1","34","145","100","100","1"
"L61936","NotationName.java","src/org/argouml/notation/NotationName.java","L61933","1","0","8","0","11","98","253","src/org/argouml/notation/NotationName.java","app","0","0","0","1","0","0","10","76","11","11","0"
"L61937","NotationNameImpl.java","src/org/argouml/notation/NotationNameImpl.java","L61933","10","0","0","0","109","273","254","src/org/argouml/notation/NotationNameImpl.java","app","1","0","0","0","0","0","29","134","109","109","0"
"L61938","NotationProvider.java","src/org/argouml/notation/NotationProvider.java","L61933","12","0","8","0","102","291","255","src/org/argouml/notation/NotationProvider.java","app","0","0","0","2","0","0","21","167","102","102","0"
"L61939","NotationProviderFactory2.java","src/org/argouml/notation/NotationProviderFactory2.java","L61933","19","0","8","0","138","378","256","src/org/argouml/notation/NotationProviderFactory2.java","app","0","0","0","0","0","0","43","196","138","138","0"
"L62244","ActionStateNotation.java","src/org/argouml/notation/providers/ActionStateNotation.java","L62243","4","0","3","0","28","75","257","src/org/argouml/notation/providers/ActionStateNotation.java","app","0","2","0","1","0","2","7","39","28","28","0"
"L62245","AssociationEndNameNotation.java","src/org/argouml/notation/providers/AssociationEndNameNotation.java","L62243","8","0","3","0","51","101","258","src/org/argouml/notation/providers/AssociationEndNameNotation.java","app","0","1","0","0","0","1","8","41","51","51","0"
"L62246","AssociationNameNotation.java","src/org/argouml/notation/providers/AssociationNameNotation.java","L62243","3","0","2","1","28","70","259","src/org/argouml/notation/providers/AssociationNameNotation.java","app","0","1","0","0","0","1","6","35","28","28","0"
"L62247","AssociationRoleNotation.java","src/org/argouml/notation/providers/AssociationRoleNotation.java","L62243","3","0","3","0","21","67","260","src/org/argouml/notation/providers/AssociationRoleNotation.java","app","0","1","0","1","0","1","7","38","21","21","0"
"L62248","AttributeNotation.java","src/org/argouml/notation/providers/AttributeNotation.java","L62243","9","0","1","2","39","82","261","src/org/argouml/notation/providers/AttributeNotation.java","app","0","2","0","0","0","2","7","35","39","39","0"
"L62249","CallStateNotation.java","src/org/argouml/notation/providers/CallStateNotation.java","L62243","4","0","3","0","27","82","262","src/org/argouml/notation/providers/CallStateNotation.java","app","0","4","0","1","0","4","8","46","27","27","0"
"L62250","ClassifierRoleNotation.java","src/org/argouml/notation/providers/ClassifierRoleNotation.java","L62243","3","0","2","1","21","64","263","src/org/argouml/notation/providers/ClassifierRoleNotation.java","app","0","1","0","1","0","1","7","35","21","21","0"
"L62251","ComponentInstanceNotation.java","src/org/argouml/notation/providers/ComponentInstanceNotation.java","L62243","2","0","2","0","11","53","264","src/org/argouml/notation/providers/ComponentInstanceNotation.java","app","0","0","0","1","0","0","5","36","11","11","0"
"L62252","EnumerationLiteralNotation.java","src/org/argouml/notation/providers/EnumerationLiteralNotation.java","L62243","3","0","2","1","23","66","265","src/org/argouml/notation/providers/EnumerationLiteralNotation.java","app","0","1","0","1","0","1","7","35","23","23","0"
"L62253","ExtensionPointNotation.java","src/org/argouml/notation/providers/ExtensionPointNotation.java","L62243","2","0","2","0","11","52","266","src/org/argouml/notation/providers/ExtensionPointNotation.java","app","0","0","0","1","0","0","5","35","11","11","0"
"L62254","MessageNotation.java","src/org/argouml/notation/providers/MessageNotation.java","L62243","4","0","3","0","32","78","274","src/org/argouml/notation/providers/MessageNotation.java","app","0","3","0","1","0","3","7","38","32","32","0"
"L62255","ModelElementNameNotation.java","src/org/argouml/notation/providers/ModelElementNameNotation.java","L62243","4","0","3","0","22","70","275","src/org/argouml/notation/providers/ModelElementNameNotation.java","app","0","3","0","0","0","3","7","40","22","22","0"
"L62256","MultiplicityNotation.java","src/org/argouml/notation/providers/MultiplicityNotation.java","L62243","1","0","2","0","8","53","276","src/org/argouml/notation/providers/MultiplicityNotation.java","app","0","1","0","1","0","1","5","39","8","8","0"
"L62257","NodeInstanceNotation.java","src/org/argouml/notation/providers/NodeInstanceNotation.java","L62243","2","0","2","0","10","51","277","src/org/argouml/notation/providers/NodeInstanceNotation.java","app","0","0","0","1","0","0","5","35","10","10","0"
"L62258","ObjectFlowStateStateNotation.java","src/org/argouml/notation/providers/ObjectFlowStateStateNotation.java","L62243","2","0","2","0","11","52","278","src/org/argouml/notation/providers/ObjectFlowStateStateNotation.java","app","0","0","0","1","0","0","5","35","11","11","0"
"L62259","ObjectFlowStateTypeNotation.java","src/org/argouml/notation/providers/ObjectFlowStateTypeNotation.java","L62243","2","0","2","0","11","52","279","src/org/argouml/notation/providers/ObjectFlowStateTypeNotation.java","app","0","0","0","1","0","0","5","35","11","11","0"
"L62260","ObjectNotation.java","src/org/argouml/notation/providers/ObjectNotation.java","L62243","8","0","4","0","39","98","280","src/org/argouml/notation/providers/ObjectNotation.java","app","0","1","0","1","0","1","10","48","39","39","0"
"L62261","OperationNotation.java","src/org/argouml/notation/providers/OperationNotation.java","L62243","20","0","2","2","65","114","281","src/org/argouml/notation/providers/OperationNotation.java","app","0","5","0","0","0","5","8","40","65","65","0"
"L62262","StateBodyNotation.java","src/org/argouml/notation/providers/StateBodyNotation.java","L62243","10","0","3","0","79","132","282","src/org/argouml/notation/providers/StateBodyNotation.java","app","0","10","0","1","0","10","13","39","79","79","0"
"L62263","TransitionNotation.java","src/org/argouml/notation/providers/TransitionNotation.java","L62243","2","0","2","0","10","50","283","src/org/argouml/notation/providers/TransitionNotation.java","app","0","0","0","1","0","0","5","34","10","10","0"
"L62353","AssociationEndNameNotationJava.java","src/org/argouml/notation/providers/java/AssociationEndNameNotationJava.java","L62352","4","0","5","0","44","105","267","src/org/argouml/notation/providers/java/AssociationEndNameNotationJava.java","app","0","2","0","2","0","2","14","46","44","44","0"
"L62354","AssociationNameNotationJava.java","src/org/argouml/notation/providers/java/AssociationNameNotationJava.java","L62352","3","0","6","0","50","109","268","src/org/argouml/notation/providers/java/AssociationNameNotationJava.java","app","0","1","0","0","0","1","10","48","50","50","0"
"L62355","AttributeNotationJava.java","src/org/argouml/notation/providers/java/AttributeNotationJava.java","L62352","7","0","4","1","54","110","269","src/org/argouml/notation/providers/java/AttributeNotationJava.java","app","0","6","0","3","0","6","13","42","54","54","0"
"L62356","InitNotationJava.java","src/org/argouml/notation/providers/java/InitNotationJava.java","L62352","1","0","2","3","44","87","270","src/org/argouml/notation/providers/java/InitNotationJava.java","app","0","0","1","0","0","0","10","32","44","44","0"
"L62357","ModelElementNameNotationJava.java","src/org/argouml/notation/providers/java/ModelElementNameNotationJava.java","L62352","34","0","5","0","155","235","271","src/org/argouml/notation/providers/java/ModelElementNameNotationJava.java","app","0","9","0","1","0","9","25","54","155","155","0"
"L62358","NotationUtilityJava.java","src/org/argouml/notation/providers/java/NotationUtilityJava.java","L62352","36","0","1","0","144","235","272","src/org/argouml/notation/providers/java/NotationUtilityJava.java","app","0","16","0","2","0","16","17","73","141","141","1"
"L62359","OperationNotationJava.java","src/org/argouml/notation/providers/java/OperationNotationJava.java","L62352","19","0","5","0","123","207","273","src/org/argouml/notation/providers/java/OperationNotationJava.java","app","0","14","0","3","0","14","23","60","123","123","0"
"L62644","ActionStateNotationUml.java","src/org/argouml/notation/providers/uml/ActionStateNotationUml.java","L62643","6","0","5","0","41","94","284","src/org/argouml/notation/providers/uml/ActionStateNotationUml.java","app","0","8","0","1","0","8","10","42","41","41","0"
"L62645","AssociationEndNameNotationUml.java","src/org/argouml/notation/providers/uml/AssociationEndNameNotationUml.java","L62643","25","0","5","0","125","201","285","src/org/argouml/notation/providers/uml/AssociationEndNameNotationUml.java","app","0","6","0","0","0","6","21","54","125","125","0"
"L62646","AssociationNameNotationUml.java","src/org/argouml/notation/providers/uml/AssociationNameNotationUml.java","L62643","13","0","5","0","90","159","286","src/org/argouml/notation/providers/uml/AssociationNameNotationUml.java","app","0","8","0","0","0","8","12","56","90","90","0"
"L62647","AssociationRoleNotationUml.java","src/org/argouml/notation/providers/uml/AssociationRoleNotationUml.java","L62643","26","0","5","0","124","213","287","src/org/argouml/notation/providers/uml/AssociationRoleNotationUml.java","app","0","10","0","1","0","10","17","71","124","124","0"
"L62648","AttributeNotationUml.java","src/org/argouml/notation/providers/uml/AttributeNotationUml.java","L62643","109","0","6","0","447","609","288","src/org/argouml/notation/providers/uml/AttributeNotationUml.java","app","0","30","0","0","0","30","39","123","454","454","4"
"L62649","CallStateNotationUml.java","src/org/argouml/notation/providers/uml/CallStateNotationUml.java","L62643","36","0","5","0","162","240","289","src/org/argouml/notation/providers/uml/CallStateNotationUml.java","app","0","21","0","1","0","21","19","58","162","162","0"
"L62650","ClassifierRoleNotationUml.java","src/org/argouml/notation/providers/uml/ClassifierRoleNotationUml.java","L62643","38","0","5","0","178","293","290","src/org/argouml/notation/providers/uml/ClassifierRoleNotationUml.java","app","0","14","0","1","0","14","31","83","178","178","0"
"L62651","ComponentInstanceNotationUml.java","src/org/argouml/notation/providers/uml/ComponentInstanceNotationUml.java","L62643","14","0","5","0","73","139","291","src/org/argouml/notation/providers/uml/ComponentInstanceNotationUml.java","app","0","6","0","1","0","6","15","50","73","73","0"
"L62652","EnumerationLiteralNotationUml.java","src/org/argouml/notation/providers/uml/EnumerationLiteralNotationUml.java","L62643","30","0","2","3","164","253","292","src/org/argouml/notation/providers/uml/EnumerationLiteralNotationUml.java","app","0","5","0","0","0","5","23","65","164","164","0"
"L62653","ExtensionPointNotationUml.java","src/org/argouml/notation/providers/uml/ExtensionPointNotationUml.java","L62643","15","0","6","0","88","248","293","src/org/argouml/notation/providers/uml/ExtensionPointNotationUml.java","app","0","6","0","1","1","6","40","119","88","88","0"
"L62654","InitNotationUml.java","src/org/argouml/notation/providers/uml/InitNotationUml.java","L62643","1","0","2","3","91","139","294","src/org/argouml/notation/providers/uml/InitNotationUml.java","app","0","0","1","0","0","0","12","35","91","91","0"
"L62655","MessageNotationUml.java","src/org/argouml/notation/providers/uml/MessageNotationUml.java","L62643","289","0","5","0","1188","1613","295","src/org/argouml/notation/providers/uml/MessageNotationUml.java","app","0","98","0","1","0","98","138","286","1188","1188","0"
"L62656","ModelElementNameNotationUml.java","src/org/argouml/notation/providers/uml/ModelElementNameNotationUml.java","L62643","18","0","5","0","106","181","296","src/org/argouml/notation/providers/uml/ModelElementNameNotationUml.java","app","0","10","0","1","0","10","13","61","106","106","0"
"L62657","MultiplicityNotationUml.java","src/org/argouml/notation/providers/uml/MultiplicityNotationUml.java","L62643","3","0","2","3","48","93","297","src/org/argouml/notation/providers/uml/MultiplicityNotationUml.java","app","0","0","0","0","0","0","10","34","48","48","0"
"L62658","NodeInstanceNotationUml.java","src/org/argouml/notation/providers/uml/NodeInstanceNotationUml.java","L62643","14","0","5","0","73","139","298","src/org/argouml/notation/providers/uml/NodeInstanceNotationUml.java","app","0","6","0","1","0","6","15","50","73","73","0"
"L62659","NotationUtilityUml.java","src/org/argouml/notation/providers/uml/NotationUtilityUml.java","L62643","197","0","8","1","829","1244","299","src/org/argouml/notation/providers/uml/NotationUtilityUml.java","app","0","77","0","2","0","77","98","316","829","829","0"
"L62660","ObjectFlowStateStateNotationUml.java","src/org/argouml/notation/providers/uml/ObjectFlowStateStateNotationUml.java","L62643","20","0","5","0","150","247","300","src/org/argouml/notation/providers/uml/ObjectFlowStateStateNotationUml.java","app","0","10","0","1","0","10","15","81","150","150","0"
"L62661","ObjectFlowStateTypeNotationUml.java","src/org/argouml/notation/providers/uml/ObjectFlowStateTypeNotationUml.java","L62643","11","0","5","0","73","139","301","src/org/argouml/notation/providers/uml/ObjectFlowStateTypeNotationUml.java","app","0","8","0","1","0","8","10","55","73","73","0"
"L62662","ObjectNotationUml.java","src/org/argouml/notation/providers/uml/ObjectNotationUml.java","L62643","12","0","5","0","72","131","302","src/org/argouml/notation/providers/uml/ObjectNotationUml.java","app","0","6","0","1","0","6","15","43","72","72","0"
"L62663","OperationNotationUml.java","src/org/argouml/notation/providers/uml/OperationNotationUml.java","L62643","112","0","7","0","444","637","303","src/org/argouml/notation/providers/uml/OperationNotationUml.java","app","0","25","0","0","0","25","47","145","444","444","0"
"L62664","StateBodyNotationUml.java","src/org/argouml/notation/providers/uml/StateBodyNotationUml.java","L62643","36","0","5","0","239","472","304","src/org/argouml/notation/providers/uml/StateBodyNotationUml.java","app","0","14","0","1","0","14","36","196","239","239","0"
"L62665","TransitionNotationUml.java","src/org/argouml/notation/providers/uml/TransitionNotationUml.java","L62643","92","0","7","0","448","721","305","src/org/argouml/notation/providers/uml/TransitionNotationUml.java","app","0","40","0","1","0","40","39","230","442","442","1"
"L63788","InitNotationUI.java","src/org/argouml/notation/ui/InitNotationUI.java","L63787","1","0","1","4","27","66","306","src/org/argouml/notation/ui/InitNotationUI.java","app","0","0","0","0","0","0","10","28","27","27","0"
"L63789","NotationComboBox.java","src/org/argouml/notation/ui/NotationComboBox.java","L63787","4","0","9","0","60","141","307","src/org/argouml/notation/ui/NotationComboBox.java","app","0","0","0","5","0","0","17","63","60","60","0"
"L63790","SettingsTabNotation.java","src/org/argouml/notation/ui/SettingsTabNotation.java","L63787","9","0","9","0","272","416","308","src/org/argouml/notation/ui/SettingsTabNotation.java","app","0","4","0","0","0","4","41","95","259","259","1"
"L63902","ArgoFacade.java","src/org/argouml/ocl/ArgoFacade.java","L63901","63","0","3","0","286","436","309","src/org/argouml/ocl/ArgoFacade.java","app","0","36","0","1","0","36","54","95","286","286","0"
"L63903","CriticOclEvaluator.java","src/org/argouml/ocl/CriticOclEvaluator.java","L63901","1","0","4","0","25","87","310","src/org/argouml/ocl/CriticOclEvaluator.java","app","1","0","1","0","0","0","13","49","25","25","0"
"L63904","OCLEvaluator.java","src/org/argouml/ocl/OCLEvaluator.java","L63901","30","0","2","0","85","145","311","src/org/argouml/ocl/OCLEvaluator.java","app","1","7","0","0","0","7","10","49","85","85","0"
"L63905","OCLExpander.java","src/org/argouml/ocl/OCLExpander.java","L63901","1","0","2","0","10","51","312","src/org/argouml/ocl/OCLExpander.java","app","0","0","0","0","0","0","5","35","10","10","0"
"L63906","OCLUtil.java","src/org/argouml/ocl/OCLUtil.java","L63901","11","0","3","0","56","118","313","src/org/argouml/ocl/OCLUtil.java","app","0","10","0","0","0","10","18","43","56","56","0"
"L64034","CrConsiderFacade.java","src/org/argouml/pattern/cognitive/critics/CrConsiderFacade.java","L64033","1","0","3","0","15","63","314","src/org/argouml/pattern/cognitive/critics/CrConsiderFacade.java","app","0","0","0","2","0","0","7","40","15","15","0"
"L64035","CrConsiderSingleton.java","src/org/argouml/pattern/cognitive/critics/CrConsiderSingleton.java","L64033","14","0","3","0","61","164","315","src/org/argouml/pattern/cognitive/critics/CrConsiderSingleton.java","app","0","5","0","1","0","5","28","74","61","61","0"
"L64036","CrSingletonViolatedMissingStaticAttr.java","src/org/argouml/pattern/cognitive/critics/CrSingletonViolatedMissingStaticAttr.java","L64033","6","0","3","0","36","133","316","src/org/argouml/pattern/cognitive/critics/CrSingletonViolatedMissingStaticAttr.java","app","0","2","0","1","0","2","17","79","36","36","0"
"L64037","CrSingletonViolatedOnlyPrivateConstructors.java","src/org/argouml/pattern/cognitive/critics/CrSingletonViolatedOnlyPrivateConstructors.java","L64033","6","0","3","0","36","132","317","src/org/argouml/pattern/cognitive/critics/CrSingletonViolatedOnlyPrivateConstructors.java","app","0","1","0","1","0","1","17","78","36","36","0"
"L64038","InitPatternCritics.java","src/org/argouml/pattern/cognitive/critics/InitPatternCritics.java","L64033","1","0","1","4","31","72","318","src/org/argouml/pattern/cognitive/critics/InitPatternCritics.java","app","0","1","1","0","0","1","12","28","31","31","0"
"L64096","AbstractFilePersister.java","src/org/argouml/persistence/AbstractFilePersister.java","L64095","25","0","12","0","224","487","319","src/org/argouml/persistence/AbstractFilePersister.java","app","0","0","0","0","0","0","57","205","224","224","0"
"L64097","ArgoParser.java","src/org/argouml/persistence/ArgoParser.java","L64095","39","0","0","0","287","498","320","src/org/argouml/persistence/ArgoParser.java","app","0","0","1","4","0","0","52","149","273","273","2"
"L64098","ArgoTokenTable.java","src/org/argouml/persistence/ArgoTokenTable.java","L64095","1","0","0","0","100","181","321","src/org/argouml/persistence/ArgoTokenTable.java","app","1","0","0","0","0","0","13","65","91","91","2"
"L64099","DiagramMemberFilePersister.java","src/org/argouml/persistence/DiagramMemberFilePersister.java","L64095","11","0","0","0","100","155","322","src/org/argouml/persistence/DiagramMemberFilePersister.java","app","0","0","0","0","0","0","17","37","100","100","0"
"L64100","FigEdgeHandler.java","src/org/argouml/persistence/FigEdgeHandler.java","L64095","11","0","0","0","60","118","323","src/org/argouml/persistence/FigEdgeHandler.java","app","0","0","0","0","0","0","10","47","60","60","0"
"L64101","MemberFilePersister.java","src/org/argouml/persistence/MemberFilePersister.java","L64095","7","0","0","0","60","159","324","src/org/argouml/persistence/MemberFilePersister.java","app","0","0","0","0","0","0","15","83","60","60","0"
"L64102","ModelMemberFilePersister.java","src/org/argouml/persistence/ModelMemberFilePersister.java","L64095","32","0","0","0","257","448","325","src/org/argouml/persistence/ModelMemberFilePersister.java","app","0","5","0","1","0","5","49","141","257","257","0"
"L64103","OffenderXMLHelper.java","src/org/argouml/persistence/OffenderXMLHelper.java","L64095","2","0","3","0","14","69","326","src/org/argouml/persistence/OffenderXMLHelper.java","app","0","0","0","0","0","0","5","49","14","14","0"
"L64104","OldModelMemberFilePersister.java","src/org/argouml/persistence/OldModelMemberFilePersister.java","L64095","3","0","0","0","31","71","327","src/org/argouml/persistence/OldModelMemberFilePersister.java","app","0","1","0","1","0","1","7","32","31","31","0"
"L64105","OldZargoFilePersister.java","src/org/argouml/persistence/OldZargoFilePersister.java","L64095","17","0","0","0","138","248","328","src/org/argouml/persistence/OldZargoFilePersister.java","app","0","1","0","0","0","1","29","80","138","138","0"
"L64106","OpenException.java","src/org/argouml/persistence/OpenException.java","L64095","7","0","7","0","37","107","329","src/org/argouml/persistence/OpenException.java","app","0","0","0","0","0","0","13","56","37","37","0"
"L64109","PGMLStackParser.java","src/org/argouml/persistence/PGMLStackParser.java","L64095","55","0","0","0","336","548","332","src/org/argouml/persistence/PGMLStackParser.java","app","1","2","0","0","0","0","57","154","336","336","0"
"L64107","PersistenceException.java","src/org/argouml/persistence/PersistenceException.java","L64095","1","0","0","0","16","71","330","src/org/argouml/persistence/PersistenceException.java","app","0","0","0","0","0","0","8","46","16","16","0"
"L64108","PersistenceManager.java","src/org/argouml/persistence/PersistenceManager.java","L64095","27","0","25","0","266","532","331","src/org/argouml/persistence/PersistenceManager.java","app","0","0","0","0","0","0","49","216","266","266","0"
"L64110","PgmlUtility.java","src/org/argouml/persistence/PgmlUtility.java","L64095","17","0","6","0","98","186","333","src/org/argouml/persistence/PgmlUtility.java","app","0","3","0","1","0","0","18","69","98","98","0"
"L64111","PrivateHandler.java","src/org/argouml/persistence/PrivateHandler.java","L64095","18","0","0","0","100","202","334","src/org/argouml/persistence/PrivateHandler.java","app","0","1","0","0","0","0","24","77","100","100","0"
"L64112","ProfileConfigurationFilePersister.java","src/org/argouml/persistence/ProfileConfigurationFilePersister.java","L64095","28","0","5","1","236","344","335","src/org/argouml/persistence/ProfileConfigurationFilePersister.java","app","0","4","0","1","1","2","38","66","231","231","3"
"L64113","ProjectFilePersister.java","src/org/argouml/persistence/ProjectFilePersister.java","L64095","1","0","5","0","11","71","336","src/org/argouml/persistence/ProjectFilePersister.java","app","0","0","0","1","0","0","7","52","11","11","0"
"L64114","ProjectFileView.java","src/org/argouml/persistence/ProjectFileView.java","L64095","3","0","3","0","22","77","337","src/org/argouml/persistence/ProjectFileView.java","app","0","2","0","0","0","1","10","44","22","22","0"
"L64115","ResolvedCriticXMLHelper.java","src/org/argouml/persistence/ResolvedCriticXMLHelper.java","L64095","5","0","4","0","34","102","338","src/org/argouml/persistence/ResolvedCriticXMLHelper.java","app","0","0","1","0","0","0","10","57","34","34","0"
"L64117","SAXParserBase.java","src/org/argouml/persistence/SAXParserBase.java","L64095","22","0","0","0","164","361","340","src/org/argouml/persistence/SAXParserBase.java","app","0","2","0","6","0","0","48","148","164","164","0"
"L64116","SaveException.java","src/org/argouml/persistence/SaveException.java","L64095","1","0","4","0","12","64","339","src/org/argouml/persistence/SaveException.java","app","0","0","0","0","0","0","6","45","12","12","0"
"L64118","ToDoItemXMLHelper.java","src/org/argouml/persistence/ToDoItemXMLHelper.java","L64095","5","0","6","0","41","126","341","src/org/argouml/persistence/ToDoItemXMLHelper.java","app","0","0","1","0","0","0","12","72","41","41","0"
"L64119","TodoListMemberFilePersister.java","src/org/argouml/persistence/TodoListMemberFilePersister.java","L64095","12","0","0","0","115","176","342","src/org/argouml/persistence/TodoListMemberFilePersister.java","app","0","0","0","0","0","0","22","38","115","115","0"
"L64120","TodoParser.java","src/org/argouml/persistence/TodoParser.java","L64095","57","0","0","0","245","481","343","src/org/argouml/persistence/TodoParser.java","app","1","0","0","7","0","0","64","171","245","245","0"
"L64121","TodoTokenTable.java","src/org/argouml/persistence/TodoTokenTable.java","L64095","1","0","0","0","45","110","344","src/org/argouml/persistence/TodoTokenTable.java","app","1","0","0","0","0","0","13","51","45","45","0"
"L64122","UmlFilePersister.java","src/org/argouml/persistence/UmlFilePersister.java","L64095","62","0","8","0","509","808","345","src/org/argouml/persistence/UmlFilePersister.java","app","0","2","0","0","0","0","97","201","509","509","2"
"L64123","UmlVersionException.java","src/org/argouml/persistence/UmlVersionException.java","L64095","1","0","2","0","6","46","346","src/org/argouml/persistence/UmlVersionException.java","app","0","0","0","0","0","0","4","35","6","6","0"
"L64124","VersionException.java","src/org/argouml/persistence/VersionException.java","L64095","1","0","2","0","6","42","347","src/org/argouml/persistence/VersionException.java","app","0","0","0","0","0","0","3","32","6","6","0"
"L64129","XMLElement.java","src/org/argouml/persistence/XMLElement.java","L64095","1","0","0","0","35","140","353","src/org/argouml/persistence/XMLElement.java","app","0","0","1","0","0","0","20","84","35","35","0"
"L64132","XMLTokenTableBase.java","src/org/argouml/persistence/XMLTokenTableBase.java","L64095","9","0","0","0","47","128","356","src/org/argouml/persistence/XMLTokenTableBase.java","app","0","0","0","0","0","0","19","61","47","47","0"
"L64125","XmiExtensionParser.java","src/org/argouml/persistence/XmiExtensionParser.java","L64095","1","0","0","0","4","31","348","src/org/argouml/persistence/XmiExtensionParser.java","app","0","0","0","0","0","0","3","23","4","4","0"
"L64126","XmiFilePersister.java","src/org/argouml/persistence/XmiFilePersister.java","L64095","26","0","0","0","201","344","349","src/org/argouml/persistence/XmiFilePersister.java","app","0","1","0","0","0","1","36","107","201","201","0"
"L64127","XmiFormatException.java","src/org/argouml/persistence/XmiFormatException.java","L64095","1","0","3","0","9","55","350","src/org/argouml/persistence/XmiFormatException.java","app","0","0","0","0","0","0","6","39","9","9","0"
"L64128","XmiInputStream.java","src/org/argouml/persistence/XmiInputStream.java","L64095","24","0","0","0","152","273","351","src/org/argouml/persistence/XmiInputStream.java","app","0","0","0","1","0","0","32","88","152","152","0"
"L64130","XmlFilePersister.java","src/org/argouml/persistence/XmlFilePersister.java","L64095","1","0","0","0","11","54","354","src/org/argouml/persistence/XmlFilePersister.java","app","0","0","0","0","0","0","6","36","11","11","0"
"L64131","XmlInputStream.java","src/org/argouml/persistence/XmlInputStream.java","L64095","47","0","0","0","226","384","355","src/org/argouml/persistence/XmlInputStream.java","app","0","0","0","2","0","0","32","125","226","226","0"
"L64133","ZargoFilePersister.java","src/org/argouml/persistence/ZargoFilePersister.java","L64095","49","0","0","0","401","626","357","src/org/argouml/persistence/ZargoFilePersister.java","app","0","3","1","0","0","0","94","130","401","401","2"
"L64134","ZipFilePersister.java","src/org/argouml/persistence/ZipFilePersister.java","L64095","16","0","0","0","144","260","358","src/org/argouml/persistence/ZipFilePersister.java","app","0","1","0","0","0","0","27","88","144","144","0"
"L66543","CoreProfileReference.java","src/org/argouml/profile/CoreProfileReference.java","L66542","1","0","2","0","17","63","359","src/org/argouml/profile/CoreProfileReference.java","app","0","0","0","0","0","0","6","39","17","17","0"
"L66544","DefaultTypeStrategy.java","src/org/argouml/profile/DefaultTypeStrategy.java","L66542","1","0","4","0","6","49","360","src/org/argouml/profile/DefaultTypeStrategy.java","app","0","0","0","1","0","0","4","38","6","6","0"
"L66545","FigNodeStrategy.java","src/org/argouml/profile/FigNodeStrategy.java","L66542","1","0","2","0","5","47","361","src/org/argouml/profile/FigNodeStrategy.java","app","0","0","0","1","0","0","5","36","5","5","0"
"L66546","FileModelLoader.java","src/org/argouml/profile/FileModelLoader.java","L66542","2","0","1","1","20","56","362","src/org/argouml/profile/FileModelLoader.java","app","0","0","0","0","0","0","7","28","20","20","0"
"L66547","FormatingStrategy.java","src/org/argouml/profile/FormatingStrategy.java","L66542","1","0","3","0","6","61","363","src/org/argouml/profile/FormatingStrategy.java","app","0","0","0","1","0","0","5","49","6","6","0"
"L66548","Profile.java","src/org/argouml/profile/Profile.java","L66542","4","0","11","0","59","163","371","src/org/argouml/profile/Profile.java","app","0","0","0","0","0","0","15","65","39","39","2"
"L66549","ProfileException.java","src/org/argouml/profile/ProfileException.java","L66542","1","0","4","0","12","65","372","src/org/argouml/profile/ProfileException.java","app","0","0","0","0","0","0","6","46","12","12","0"
"L66550","ProfileFacade.java","src/org/argouml/profile/ProfileFacade.java","L66542","2","0","6","0","28","89","373","src/org/argouml/profile/ProfileFacade.java","app","0","0","0","0","0","0","11","49","28","28","0"
"L66551","ProfileManager.java","src/org/argouml/profile/ProfileManager.java","L66542","1","0","14","0","17","126","374","src/org/argouml/profile/ProfileManager.java","app","0","0","0","1","0","0","15","85","16","16","1"
